City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
andapa,-14.65,49.65,76.87,54.0,44.0,4.36,MG,1631777212.0
kiunga,-6.1219,141.2906,75.33,97.0,100.0,2.77,PG,1631777214.0
riyadh,24.6877,46.7219,93.34,11.0,0.0,9.22,SA,1631776946.0
kedougou,12.5579,-12.1743,73.47,97.0,98.0,3.2,SN,1631777215.0
kambove,-10.8764,26.5969,78.55,25.0,74.0,7.0,CD,1631777218.0
bentiu,9.2333,29.8333,82.94,71.0,79.0,3.49,SS,1631777220.0
wanlaweyn,2.6185,44.8938,86.34,56.0,78.0,16.55,SO,1631777222.0
alim,9.5649,122.4876,83.17,74.0,99.0,6.42,PH,1631777225.0
mabaruma,8.2,-59.7833,74.41,95.0,4.0,2.51,GY,1631777226.0
port-gentil,-0.7193,8.7815,80.56,78.0,40.0,9.22,GA,1631777227.0
dwarka,22.2394,68.9678,85.95,75.0,67.0,4.52,IN,1631777228.0
saint-ambroise,48.5501,-71.3324,53.92,84.0,100.0,2.01,CA,1631777229.0
bossangoa,6.4926,17.4552,76.15,90.0,99.0,2.8,CF,1631777230.0
iralaya,15.0,-83.2333,80.67,83.0,100.0,9.13,HN,1631777233.0
ostrovnoy,68.0531,39.5131,43.29,96.0,100.0,23.64,RU,1631777235.0
mumbwa,-14.9783,27.0619,84.0,19.0,28.0,9.62,ZM,1631777236.0
bethanien,-26.502,17.1583,48.83,52.0,4.0,9.22,NA,1631777238.0
toamasina,-18.1667,49.3833,78.8,73.0,40.0,4.61,MG,1631777239.0
sungaipenuh,-2.0833,101.3833,75.87,77.0,98.0,1.97,ID,1631777241.0
chuy,-33.6971,-53.4616,46.38,81.0,0.0,6.53,UY,1631777242.0
norman wells,65.282,-126.8329,46.44,71.0,75.0,4.61,CA,1631777244.0
pangai,-19.8,-174.35,77.41,83.0,5.0,15.97,TO,1631777245.0
chiang klang,19.2938,100.8617,85.33,75.0,100.0,3.02,TH,1631777247.0
pozoblanco,38.3791,-4.8483,61.38,80.0,0.0,1.48,ES,1631777143.0
chiredzi,-21.05,31.6667,78.48,52.0,4.0,8.14,ZW,1631777248.0
san vicente,-26.6167,-54.1333,54.86,99.0,100.0,2.89,AR,1631777250.0
aden,12.7794,45.0367,87.69,76.0,16.0,11.95,YE,1631777252.0
chapleau,47.8405,-83.4034,46.45,89.0,100.0,4.97,CA,1631777253.0
inhambane,-23.865,35.3833,78.78,69.0,20.0,0.0,MZ,1631777255.0
miles city,46.4083,-105.8406,65.37,39.0,40.0,12.66,US,1631777257.0
sheridan,44.8333,-106.9173,66.38,38.0,1.0,8.05,US,1631777258.0
kohima,25.6667,94.1167,74.17,83.0,100.0,0.81,IN,1631777027.0
codrington,-38.2667,141.9667,58.48,69.0,70.0,5.64,AU,1631777259.0
port shepstone,-30.7414,30.455,61.81,88.0,100.0,5.32,ZA,1631777164.0
shakawe,-18.3667,21.85,84.25,11.0,13.0,3.83,BW,1631777261.0
morden,49.1919,-98.1014,60.64,58.0,22.0,5.75,CA,1631777262.0
syracuse,37.0881,15.2792,84.31,51.0,6.0,4.59,IT,1631777263.0
voh,-20.9667,164.7,68.94,59.0,86.0,6.98,NC,1631777265.0
sorland,67.667,12.6934,49.86,76.0,0.0,10.36,NO,1631777265.0
la rioja,42.25,-2.5,58.48,93.0,100.0,3.0,ES,1631777273.0
torbay,47.6666,-52.7314,53.58,86.0,90.0,14.97,CA,1631777274.0
isla mujeres,21.2311,-86.731,82.45,83.0,100.0,12.39,MX,1631777276.0
trzebiatow,54.0615,15.2648,62.87,94.0,92.0,12.12,PL,1631777277.0
half moon bay,37.4636,-122.4286,59.9,87.0,90.0,1.01,US,1631777278.0
clyde river,70.4692,-68.5914,28.85,78.0,59.0,1.34,CA,1631777279.0
kurchum,48.5722,83.6542,73.83,16.0,100.0,3.83,KZ,1631777282.0
sao joao da barra,-21.6403,-41.0511,73.13,91.0,99.0,9.55,BR,1631777277.0
honiara,-9.4333,159.95,80.24,83.0,58.0,7.54,SB,1631777259.0
yumen,40.2833,97.2,78.31,18.0,0.0,7.34,CN,1631777283.0
poum,-20.2333,164.0167,70.83,62.0,71.0,19.86,NC,1631777284.0
nyurba,63.2842,118.3319,51.98,51.0,100.0,5.64,RU,1631777284.0
barzas,55.7167,86.3167,66.43,59.0,99.0,6.49,RU,1631777286.0
nagato,34.3833,131.2,78.75,76.0,100.0,6.89,JP,1631777288.0
vestmannaeyjar,63.4427,-20.2734,53.2,96.0,100.0,21.74,IS,1631777288.0
bambanglipuro,-7.95,110.2833,82.72,72.0,78.0,14.58,ID,1631777290.0
mackay,-21.15,149.2,71.58,60.0,0.0,10.36,AU,1631777290.0
ryde,50.73,-1.1621,60.15,84.0,45.0,3.76,GB,1631777291.0
petropavlovsk-kamchatskiy,53.0452,158.6483,52.39,66.0,0.0,6.71,RU,1631777033.0
manadhoo,5.7667,73.3833,83.12,77.0,99.0,14.36,MV,1631777293.0
nanortalik,60.1432,-45.2371,37.72,80.0,100.0,12.35,GL,1631777293.0
doba,8.65,16.85,78.76,83.0,100.0,4.18,TD,1631777295.0
brae,60.3964,-1.353,55.31,93.0,100.0,4.81,GB,1631777297.0
mahajanga,-15.7167,46.3167,87.82,37.0,0.0,13.8,MG,1631777256.0
lasa,46.6166,10.7002,62.02,93.0,100.0,2.46,IT,1631777299.0
belyy yar,53.6039,91.3903,71.49,37.0,0.0,4.47,RU,1631777300.0
fayaoue,-20.65,166.5333,73.94,55.0,18.0,5.93,NC,1631777302.0
jacareacanga,-6.2222,-57.7528,71.19,83.0,0.0,1.41,BR,1631777303.0
ust-maya,60.4167,134.5333,63.0,56.0,100.0,6.49,RU,1631777305.0
santa rosa,14.3122,121.1114,84.85,72.0,96.0,4.79,PH,1631777116.0
puerto carreno,6.189,-67.4859,74.14,88.0,100.0,1.41,CO,1631777307.0
loreto,22.2667,-101.9667,61.41,86.0,95.0,2.98,MX,1631777308.0
buraydah,26.326,43.975,90.05,13.0,0.0,3.44,SA,1631777135.0
am timan,11.0297,20.2827,80.35,75.0,100.0,2.59,TD,1631777310.0
ucluelet,48.9329,-125.5528,48.09,83.0,0.0,3.49,CA,1631777312.0
ambovombe,-25.1667,46.0833,84.27,37.0,0.0,3.44,MG,1631777313.0
camacha,33.0833,-16.3333,70.56,78.0,40.0,11.5,PT,1631777315.0
dingle,10.9995,122.6711,79.21,84.0,100.0,7.27,PH,1631777316.0
mildura,-34.2,142.15,75.07,23.0,0.0,1.14,AU,1631777095.0
huercal-overa,37.389,-1.9454,71.24,76.0,0.0,1.05,ES,1631777317.0
jinji,23.2281,110.8261,79.93,85.0,100.0,1.16,CN,1631777181.0
narsaq,60.9167,-46.05,34.02,44.0,100.0,3.15,GL,1631777319.0
norrtalje,59.758,18.705,54.01,68.0,100.0,7.31,SE,1631777320.0
villazon,-22.0866,-65.5942,38.66,37.0,100.0,3.04,BO,1631777322.0
calama,-22.4667,-68.9333,46.76,27.0,0.0,6.89,CL,1631777204.0
penzance,50.1186,-5.5371,57.88,94.0,20.0,4.61,GB,1631777324.0
garden city,42.3256,-83.331,61.21,95.0,42.0,5.06,US,1631777325.0
dhadar,28.3305,75.0632,91.65,48.0,7.0,11.14,IN,1631777326.0
beira,-19.8436,34.8389,78.89,78.0,75.0,4.61,MZ,1631777333.0
corinto,37.9407,22.9573,78.91,63.0,4.0,5.35,GR,1631777104.0
atocha,-20.9333,-66.2333,39.49,24.0,95.0,5.93,BO,1631777335.0
vitim,59.4511,112.5578,38.98,98.0,100.0,4.03,RU,1631777337.0
aykhal,66.0,111.5,44.58,51.0,94.0,15.03,RU,1631777339.0
hokitika,-42.7167,170.9667,49.01,64.0,0.0,8.57,NZ,1631777341.0
christchurch,-43.5333,172.6333,48.4,76.0,90.0,1.01,NZ,1631777321.0
plettenberg bay,-34.0527,23.3716,53.82,85.0,100.0,4.38,ZA,1631777342.0
pundaguitan,6.3711,126.1689,80.89,78.0,99.0,7.4,PH,1631777343.0
mancora,-4.1078,-81.0475,69.87,75.0,8.0,6.82,PE,1631777344.0
maceio,-9.6658,-35.7353,74.64,100.0,75.0,3.44,BR,1631777347.0
marzuq,14.4,46.4667,89.98,15.0,11.0,7.0,YE,1631777348.0
caravelas,-17.7125,-39.2481,71.26,91.0,0.0,5.23,BR,1631777350.0
katherine,-14.4667,132.2667,98.92,13.0,7.0,12.66,AU,1631777352.0
saurimo,-9.6608,20.3916,70.12,83.0,75.0,0.0,AO,1631777183.0
campo grande,-20.4428,-54.6464,71.15,88.0,0.0,6.91,BR,1631777353.0
businga,3.3333,20.8833,77.34,89.0,100.0,2.01,CD,1631777355.0
uvalde,29.3669,-99.767,75.52,78.0,1.0,5.75,US,1631777357.0
sambava,-14.2667,50.1667,76.17,69.0,43.0,10.47,MG,1631777358.0
bungoma,0.5635,34.5606,74.91,60.0,93.0,1.81,KE,1631777360.0
ankpa,7.3706,7.6253,72.12,96.0,100.0,5.44,NG,1631777362.0
oranjemund,-28.55,16.4333,54.0,68.0,2.0,10.22,NA,1631777363.0
srivardhan,18.0333,73.0167,83.73,72.0,34.0,11.45,IN,1631777365.0
ankazoabo,-22.2833,44.5167,90.23,22.0,0.0,2.95,MG,1631777365.0
lchashen,40.5176,44.9319,66.31,31.0,0.0,3.22,AM,1631777367.0
kyra,49.5776,111.9753,68.65,38.0,6.0,13.47,RU,1631777369.0
fort nelson,58.8053,-122.7002,42.39,87.0,40.0,5.75,CA,1631777369.0
santiago,-33.4569,-70.6483,41.95,75.0,0.0,3.44,CL,1631777123.0
kobelyaky,49.1489,34.1965,63.61,40.0,13.0,6.73,UA,1631777371.0
menongue,-14.6585,17.691,77.18,14.0,4.0,5.01,AO,1631777151.0
sokoni,-6.4333,39.55,77.99,74.0,26.0,10.45,TZ,1631777373.0
broome,42.2506,-75.833,62.17,81.0,75.0,1.01,US,1631777375.0
beaufort,5.3473,115.7455,82.56,67.0,97.0,1.83,MY,1631777259.0
santa fe,-31.6333,-60.7,54.01,69.0,3.0,1.99,AR,1631777376.0
melenki,55.3343,41.6295,45.21,90.0,99.0,7.34,RU,1631777378.0
hecun,36.5333,114.1111,70.14,80.0,100.0,10.04,CN,1631777380.0
banda aceh,5.5577,95.3222,86.2,60.0,100.0,9.64,ID,1631777233.0
alta floresta,-9.8756,-56.0861,71.69,88.0,2.0,3.15,BR,1631777380.0
maniitsoq,65.4167,-52.9,34.7,51.0,100.0,6.78,GL,1631777383.0
alpena,45.0617,-83.4327,53.98,99.0,67.0,5.3,US,1631777384.0
vallenar,-28.5708,-70.7581,54.55,59.0,1.0,1.59,CL,1631777385.0
acapulco,16.8634,-99.8901,78.39,87.0,100.0,3.22,MX,1631777151.0
makakilo city,21.3469,-158.0858,77.32,78.0,20.0,3.44,US,1631777387.0
algiers,36.7525,3.042,78.62,57.0,40.0,10.36,DZ,1631777141.0
acari,-15.4311,-74.6158,62.78,73.0,64.0,4.54,PE,1631777394.0
albenga,44.0529,8.216,81.81,98.0,75.0,1.99,IT,1631777336.0
pemangkat,1.1667,108.9667,83.48,68.0,32.0,9.48,ID,1631777310.0
trincomalee,8.5711,81.2335,91.18,56.0,100.0,9.78,LK,1631777397.0
galesong,-5.3166,119.3661,87.82,62.0,100.0,13.58,ID,1631777397.0
waupun,43.6333,-88.7296,58.44,88.0,0.0,7.85,US,1631777398.0
zhezkazgan,47.8043,67.7144,78.19,20.0,0.0,11.41,KZ,1631777399.0
dunhua,43.3725,128.2425,56.1,97.0,100.0,3.78,CN,1631777283.0
prainha,-1.8,-53.48,73.44,87.0,9.0,4.23,BR,1631777400.0
nacala,-14.5428,40.6728,81.72,69.0,40.0,11.5,MZ,1631777402.0
alakurtti,66.9672,30.3491,39.63,69.0,78.0,5.97,RU,1631777404.0
abha,18.2164,42.5053,80.42,29.0,0.0,10.36,SA,1631777405.0
galveston,29.3669,-94.9669,77.0,88.0,96.0,12.46,US,1631777407.0
shiraz,29.6036,52.5388,87.24,14.0,0.0,0.0,IR,1631777408.0
ternate,0.8,127.4,81.36,76.0,100.0,5.91,ID,1631777410.0
coahuayana,18.7333,-103.6833,75.4,94.0,98.0,2.89,MX,1631777410.0
broken hill,-31.95,141.4333,74.91,19.0,0.0,8.05,AU,1631777411.0
flin flon,54.7682,-101.865,46.72,55.0,0.0,11.23,CA,1631777412.0
sakaraha,-22.9,44.5333,90.3,22.0,2.0,4.68,MG,1631777413.0
lac du bonnet,50.2536,-96.0612,55.33,90.0,56.0,5.93,CA,1631777415.0
alamos,27.0167,-108.9333,81.72,86.0,14.0,1.61,MX,1631777416.0
kaspiyskiy,45.3929,47.3707,76.33,40.0,99.0,9.82,RU,1631777417.0
asau,46.4333,26.4,70.95,58.0,11.0,1.5,RO,1631777419.0
vao,-22.6667,167.4833,69.26,60.0,15.0,18.84,NC,1631777420.0
thai binh,20.45,106.3333,86.0,70.0,100.0,10.47,VN,1631777373.0
kalispell,48.1958,-114.3129,53.64,43.0,75.0,3.44,US,1631777229.0
havre-saint-pierre,50.2334,-63.5986,53.6,100.0,90.0,9.22,CA,1631777423.0
staryy nadym,65.6118,72.6842,47.34,67.0,71.0,13.62,RU,1631777427.0
nador,35.174,-2.9287,66.45,82.0,0.0,3.44,MA,1631777429.0
henties bay,-22.116,14.2845,53.85,71.0,0.0,6.42,NA,1631777430.0
coalville,52.7167,-1.3667,57.88,90.0,7.0,4.61,GB,1631777432.0
mahibadhoo,3.7833,72.9667,83.53,69.0,100.0,10.51,MV,1631777227.0
najran,17.4924,44.1277,90.25,13.0,13.0,8.95,SA,1631777434.0
luderitz,-26.6481,15.1594,61.95,42.0,0.0,21.3,NA,1631777435.0
alihe,50.5667,123.7167,62.98,43.0,1.0,9.53,CN,1631777283.0
esmeraldas,-19.7625,-44.3139,76.06,52.0,0.0,6.44,BR,1631777438.0
krasnyy chikoy,50.3643,108.7512,67.35,39.0,4.0,6.64,RU,1631777439.0
lujan,-34.5703,-59.105,55.98,73.0,0.0,6.93,AR,1631777440.0
richards bay,-28.783,32.0377,67.32,75.0,100.0,7.56,ZA,1631777229.0
dolores,-36.3132,-57.6792,45.57,77.0,0.0,7.67,AR,1631777442.0
victor harbor,-35.5667,138.6167,75.72,58.0,0.0,8.43,AU,1631777443.0
nyrob,60.733,56.7202,37.89,98.0,100.0,5.59,RU,1631777444.0
itacoatiara,-3.1431,-58.4442,73.33,80.0,0.0,2.86,BR,1631777446.0
aquin,18.2833,-73.4,78.93,85.0,88.0,5.28,HT,1631777448.0
tadine,-21.55,167.8833,70.63,67.0,100.0,11.79,NC,1631777449.0
la ronge,55.1001,-105.2842,50.22,53.0,1.0,8.05,CA,1631777450.0
palmer,42.1584,-72.3287,69.48,83.0,90.0,4.61,US,1631777451.0
kampot,10.6167,104.1833,86.05,73.0,98.0,7.7,KH,1631777241.0
pacific grove,36.6177,-121.9166,57.31,89.0,90.0,1.01,US,1631777241.0
taloqan,36.7361,69.5345,90.07,8.0,0.0,5.08,AF,1631777264.0
lagos,6.5833,3.75,77.32,85.0,100.0,2.57,NG,1631777459.0
road town,18.4167,-64.6167,82.2,77.0,59.0,16.64,VG,1631777175.0
semey,50.4111,80.2275,75.42,19.0,0.0,4.47,KZ,1631777461.0
pouembout,-21.1333,164.9,67.84,59.0,73.0,6.2,NC,1631777462.0
upata,8.0086,-62.3989,74.19,98.0,6.0,2.8,VE,1631777199.0
yulara,-25.2406,130.9889,94.84,12.0,99.0,23.02,AU,1631777463.0
tuscaloosa,33.2098,-87.5692,71.38,94.0,75.0,5.75,US,1631777464.0
sanmenxia,34.7747,111.1814,69.21,94.0,100.0,6.11,CN,1631777259.0
eirunepe,-6.6603,-69.8736,71.26,94.0,21.0,1.1,BR,1631777465.0
san cristobal,7.7669,-72.225,64.54,86.0,27.0,2.75,VE,1631777468.0
ayorou,14.7308,0.9174,85.12,59.0,16.0,12.66,NE,1631777416.0
togur,58.3631,82.8265,52.9,94.0,100.0,9.62,RU,1631777469.0
strathmore,51.0501,-113.3852,45.81,65.0,1.0,6.91,CA,1631777471.0
basoko,1.2391,23.616,72.95,95.0,100.0,3.33,CD,1631777472.0
at-bashi,41.1702,75.8106,71.85,19.0,39.0,14.2,KG,1631777474.0
tamandare,-8.7597,-35.1047,75.94,77.0,57.0,8.12,BR,1631777474.0
velyka bahachka,49.7912,33.7226,64.02,40.0,90.0,6.06,UA,1631777476.0
campbell river,50.0163,-125.2446,53.13,88.0,0.0,6.49,CA,1631777229.0
diego de almagro,-26.3667,-70.05,51.35,39.0,0.0,0.34,CL,1631777478.0
katangli,51.7102,143.2326,58.55,76.0,100.0,8.77,RU,1631777480.0
roma,43.2128,-75.4557,62.11,96.0,100.0,1.01,US,1631777480.0
alofi,-19.0595,-169.9187,75.09,88.0,0.0,5.75,NU,1631777279.0
egvekinot,66.3167,-179.1667,29.55,80.0,100.0,0.94,RU,1631777482.0
urucara,-2.5364,-57.76,74.14,67.0,0.0,2.15,BR,1631777484.0
geraldton,-28.7667,114.6,64.81,48.0,40.0,17.27,AU,1631777266.0
qaqortoq,60.7167,-46.0333,34.3,55.0,100.0,2.8,GL,1631777486.0
porto santo,33.072,-16.3415,73.31,78.0,40.0,11.5,PT,1631777487.0
nouadhibou,20.931,-17.0347,73.38,83.0,6.0,18.41,MR,1631777489.0
nome,64.5011,-165.4064,46.47,77.0,90.0,3.44,US,1631777490.0
amalapuram,16.5833,82.0167,91.78,64.0,83.0,6.6,IN,1631777492.0
brenham,30.1669,-96.3977,73.89,78.0,1.0,3.44,US,1631777457.0
helena,46.5927,-112.0361,61.79,44.0,1.0,1.99,US,1631777493.0
dillon,34.4166,-79.3712,73.49,95.0,100.0,3.13,US,1631777494.0
malia,35.2833,25.4667,85.01,51.0,0.0,12.71,GR,1631777495.0
margate,51.3813,1.3862,61.95,91.0,83.0,5.68,GB,1631777497.0
sembe,1.6481,14.5806,79.65,75.0,67.0,4.27,CG,1631777500.0
westport,41.1415,-73.3579,74.32,88.0,20.0,5.99,US,1631777216.0
chumphon,10.3333,98.8333,82.51,81.0,100.0,5.01,TH,1631777229.0
murgab,37.4966,61.9714,93.07,14.0,0.0,9.22,TM,1631777502.0
salalah,17.0151,54.0924,87.89,74.0,40.0,5.75,OM,1631777504.0
kibaya,-5.3,36.5667,73.4,47.0,49.0,6.4,TZ,1631777505.0
ewa beach,21.3156,-158.0072,78.75,77.0,20.0,3.44,US,1631777507.0
lavrentiya,65.5833,-171.0,36.41,72.0,99.0,8.79,RU,1631777509.0
obo,5.3998,26.4869,81.25,72.0,94.0,2.64,CF,1631777511.0
sovetskiy,61.3614,63.5842,43.14,95.0,100.0,12.91,RU,1631777517.0
bonanza,14.0289,-84.591,70.99,99.0,71.0,1.7,NI,1631777519.0
chippewa falls,44.9369,-91.3929,63.54,68.0,20.0,8.05,US,1631777520.0
bontang,0.1333,117.5,75.06,89.0,100.0,6.02,ID,1631777522.0
kaitangata,-46.2817,169.8464,41.05,78.0,76.0,4.83,NZ,1631777522.0
madaoua,14.073,5.96,85.03,60.0,81.0,10.07,NE,1631777416.0
xining,36.6167,101.7667,68.02,43.0,49.0,4.61,CN,1631777485.0
goreloye,52.937,41.5043,52.66,53.0,90.0,11.1,RU,1631777524.0
praia da vitoria,38.7333,-27.0667,69.76,88.0,20.0,5.3,PT,1631777525.0
sao miguel do araguaia,-13.275,-50.1628,79.27,26.0,0.0,5.48,BR,1631777527.0
xiuyan,40.2928,123.2744,68.07,88.0,100.0,2.26,CN,1631777528.0
kindersley,51.4668,-109.1682,44.38,70.0,1.0,13.8,CA,1631777529.0
port hedland,-20.3167,118.5667,84.25,34.0,19.0,20.71,AU,1631777488.0
nizwa,22.9333,57.5333,100.4,14.0,90.0,8.63,OM,1631777530.0
talcahuano,-36.7167,-73.1167,44.28,100.0,0.0,4.61,CL,1631777532.0
roald,62.5833,6.1333,54.91,94.0,75.0,5.75,NO,1631777533.0
manta,-0.95,-80.7333,71.38,94.0,90.0,8.05,EC,1631777535.0
pontes e lacerda,-15.2261,-59.3353,75.76,75.0,98.0,1.1,BR,1631777537.0
sept-iles,50.2001,-66.3821,50.05,96.0,1.0,4.0,CA,1631777249.0
santa cruz del sur,20.7147,-77.9956,77.92,84.0,56.0,5.08,CU,1631777539.0
pangnirtung,66.1451,-65.7125,34.48,70.0,100.0,2.24,CA,1631777541.0
hermiston,45.8404,-119.2895,60.6,44.0,1.0,9.22,US,1631777458.0
gladstone,-23.85,151.25,69.73,64.0,1.0,12.66,AU,1631777523.0
durban,-29.8579,31.0292,63.91,97.0,100.0,3.0,ZA,1631777543.0
wonthaggi,-38.6044,145.5913,60.44,77.0,11.0,10.94,AU,1631777545.0
turkan,40.3639,50.215,82.58,44.0,0.0,4.61,AZ,1631777546.0
chernyshevskiy,63.0128,112.4714,48.96,50.0,35.0,3.87,RU,1631777549.0
okha,53.5739,142.9478,61.32,69.0,99.0,12.82,RU,1631777550.0
pisco,-13.7,-76.2167,60.85,82.0,62.0,9.22,PE,1631777552.0
strezhevoy,60.7333,77.5889,48.18,93.0,100.0,12.48,RU,1631777554.0
severnyy,50.677,36.5532,57.24,54.0,0.0,6.71,RU,1631777556.0
kutum,14.2,24.6667,86.63,19.0,97.0,19.24,SD,1631777558.0
ouadda,8.0777,22.4007,81.28,71.0,72.0,2.55,CF,1631777560.0
coquimbo,-29.9533,-71.3436,49.73,87.0,0.0,5.75,CL,1631777562.0
harper,4.375,-7.7169,77.04,85.0,100.0,5.64,LR,1631777563.0
madawaska,47.3561,-68.3288,53.65,76.0,1.0,6.91,US,1631777565.0
nabire,-3.3667,135.4833,80.49,83.0,90.0,1.54,ID,1631777310.0
northam,51.0333,-4.2167,60.57,96.0,31.0,4.54,GB,1631777566.0
mahanoro,-19.9,48.8,76.82,64.0,28.0,7.94,MG,1631777412.0
dzerzhinsk,56.2389,43.4631,46.22,66.0,40.0,11.18,RU,1631777568.0
port hawkesbury,45.6169,-61.3485,68.68,95.0,90.0,3.0,CA,1631777569.0
vieux-habitants,16.0589,-61.7659,76.57,82.0,37.0,10.11,GP,1631777571.0
englewood,39.6478,-104.9878,73.04,37.0,1.0,6.91,US,1631777572.0
terrace,54.5163,-128.6035,49.91,81.0,75.0,11.5,CA,1631777280.0
abu samrah,35.3029,37.1841,79.92,44.0,0.0,12.64,SY,1631777578.0
vardo,70.3705,31.1107,40.98,87.0,40.0,8.05,NO,1631777580.0
saint anthony,45.0205,-93.218,70.18,57.0,90.0,5.01,US,1631777581.0
saldanha,-33.0117,17.9442,57.25,71.0,0.0,19.08,ZA,1631777582.0
winona,43.9666,-91.7668,63.55,63.0,1.0,6.91,US,1631777584.0
kyzyl-suu,42.3414,78.0056,70.18,26.0,77.0,6.78,KG,1631777409.0
rio gallegos,-51.6226,-69.2181,30.25,86.0,0.0,4.61,AR,1631777585.0
qasigiannguit,68.8193,-51.1922,25.05,72.0,81.0,7.11,GL,1631777587.0
elliot lake,46.3834,-82.6331,48.29,76.0,83.0,1.59,CA,1631777589.0
tulagi,-9.0996,160.1476,82.15,75.0,37.0,22.91,SB,1631777590.0
hofn,64.2539,-15.2082,51.78,96.0,91.0,14.0,IS,1631777591.0
dubuque,42.4833,-90.8668,59.59,79.0,1.0,10.36,US,1631777592.0
milkovo,54.7167,158.6167,50.72,57.0,0.0,2.3,RU,1631777593.0
